quarter,edition,flash,final,old,new,new_2013
2024Q1,202404,0.6683729987553733,0.627463261465877,0.5534246473086637,0.5387432714066371,0.4025219976972627
2024Q2,202407,0.40656492796173893,0.2605556920975971,0.5848429303653679,0.6499841426596824,0.37883155842072724
2024Q3,202410,0.2966365021926265,0.11121227014712076,0.8825655871312715,0.8773312954006793,0.6023106363910506
2024Q4,202501,0.4979516008571494,0.27505768664219943,0.6657784965643645,0.6428518606323492,0.5216002536439945
2025Q1,202504,0.1893760781737086,0.1454183671189213,0.9263283492403406,0.6998499156784374,0.7386501469895704
2025Q2,202507,0.1067063153548986,0.17752391680190271,0.7562960628867227,0.7151483946887368,0.3886135723167237
2025Q3,202510,0.2526746172367922,0.27285380134536297,0.266098203643534,0.30015951449175904,0.17963511535543725
2025Q4,202601,0.25690348900084814,0.2482642757108522,0.8730846392412703,0.8585076985560077,0.7368297595339923
2026Q1,202604,0.20365381131632887,0.20365381131632887,0.5214533216597804,0.49169755662920794,0.21522580171488997
