quarter,flash,lean14_real,lean14_real_vac,lean14_nominal
2024Q1,0.6683729987553733,0.1496633318952585,0.15109296737840294,0.1503155320642732
2024Q2,0.40656492796173893,0.3604074184644107,0.3661187817274424,0.3565953822917972
2024Q3,0.2966365021926265,0.4955091957016922,0.4957501966134327,0.4890892558619028
2024Q4,0.4979516008571494,0.37320996092824277,0.3704715886652862,0.3712588998011257
2025Q1,0.1893760781737086,0.3920332706449458,0.38651907272745306,0.3925867587379932
2025Q2,0.1067063153548986,0.3479984315580589,0.3414610108222552,0.3502816569931947
2025Q3,0.2526746172367922,0.37793112137501705,0.3706063093592861,0.3785131980823759
2025Q4,0.25690348900084814,0.27699434146362456,0.27319187383901394,0.2804090164425102
2026Q1,0.20365381131632887,0.3770665164391658,0.37317244116448667,0.3823276990293371
